,Event ID,Database,State,AllComments,year_storm,flash_flood_present,wind_speed
744,51987,Wind,SA,convection near the wind change resulted in two squally bursts at 0700 (24037G52kt) and 0730 (23038G50kt).,2005,FALSE,52kt
745,51988,Wind,SA,gales observed between 5am and 9:15am with windiest period 7:30am to 9am where mean wind was 37-39 knots with numerous gusts >48 knots and strongest 54 knots at 22:30UTC.,2000,FALSE,39 knot
746,51989,Wind,SA,gale force winds >40 knots and gusting >53 knots for about 1 hour following the passage of a trough.,2000,FALSE,40 knot
747,51989,Wind,SA,gust just before wind shifted W'ly 37 to 38 knots for about 15 minutes.,2000,FALSE,38 knot
748,51990,Wind,SA,Gale with numerous W'ly gusts >48kt.,2000,FALSE,48kt
749,51993,Wind,SA,shower with gust to 91 km/h.,2001,FALSE,91 km/h
750,51994,Wind,SA,Periods of gales and gusts >48kt. Strongest gust at 0700.,2001,FALSE,48kt
751,51999,Wind,SA,Brief periods of gales 0000 to 0500 with a gust to 49 kt at 0045 as well.,2002,FALSE,49 kt
752,51999,Wind,SA,Near gale with gust to 49 kt at 0540. Near gale to gale 1225 to 1400.,2002,FALSE,49 kt
753,52003,Wind,SA,"Gale force winds from 14/2200UTC to 15/0730UTC. Storm force 0220 to 0300. Numerous severe gusts. Gusts to 65 knots at 0230, 0250 and 0330.",2002,FALSE,65 knot
754,52006,Wind,SA,Strong gusty winds. Second severe gust 320 G50kt at 0000.,2002,FALSE,50kt
755,52006,Wind,SA,gale 0100 to 0400. Second severe gust 0100 320 38G52kt,2002,FALSE,52kt
756,52006,Wind,SA,brief gale. 300 34G51kt,2002,FALSE,51kt
757,52006,Wind,SA,Gale for about 20 minutes. Second gust 280 35G49kt at 0440.,2002,FALSE,49kt
758,52006,Wind,SA,gale from 0400 to 0450. Second gust 280 36G51kt at 0410,2002,FALSE,51kt
759,52031,Wind,SA,Strong winds around a deep low passing through the Bight. Mean wind around 30 knots.,2005,FALSE,30 knot
760,52032,Wind,SA,Leigh Creek; 1145Z 21036G55kt (TS) 1200Z 21042G55kt and 1228Z 22036G53kt (convective and surge),2005,FALSE,55kt
761,52035,Wind,SA,Cape Willoughby; north winds in excess of 39 knots from 5:40 am (15/2020UTC) with strongest 10 minute mean wind of 48 knots at 10:30 am (16/0100UTC). The strongest gust was 350G56 knots at 8:40 am (15/2310UTC). (The site is considered non representative with N to NW winds),2006,FALSE,39 knot
762,52035,Wind,SA,Minlaton; north winds in excess of 33 knots from 9:20 am (15/2350 UTC) to 11 am. A number of gusts in excess of 48 knots with the strongest 360G52 knots at 9:50 am (0010 UTC).,2006,FALSE,33 knot
763,52035,Wind,SA,Cleve; near gale force north winds from 8:30 am to 10:30 am. Gust 350G50 knots at 10:30 am (0100 UTC).,2006,FALSE,50 knot
764,52035,Wind,SA,Sellicks Hill; north winds mostly in excess of 33 knots from 9 am to 1 pm. Gusts 350G50 knots occurred at 11:35 am (0205 UTC) and 12:30 pm (03 UTC),2006,FALSE,33 knot
765,52035,Wind,SA,Sellicks Hill; north winds mostly in excess of 33 knots from 9 am to 1 pm. Gusts 350G50 knots occurred at 11:35 am (0205 UTC) and 12:30 pm (03 UTC),2006,FALSE,33 knot
766,52035,Wind,SA,Hindmarsh Island; northwest winds in excess of 33 knots from 1:30 pm to 2:20 pm. A number of gusts in excess of 48 knots with the strongest 320G51 knots at 2:20 pm (0450 UTC).,2006,FALSE,33 knot
767,52060,Wind,SA,"Kangaroo Island west of Cape Cassini; rainfall observer, David Welford, estimated winds gusting to 100 km/h around midday.",2006,FALSE,100 km/h
768,52085,Wind,SA,Sev TS with N'ly gust to 52 knots at Oodnaddatta at 0803UTC 5/1/07.,2007,FALSE,52 knot
769,52086,Wind,SA,A damage survery indicated damage at the top end of Fujita F1 level (winds around 140 to 180 km/h),2007,FALSE,180 km/h
770,52107,Wind,SA,Westerly winds gusts to 90 km/h estimated at Cape Cassinni wilderness retreat 0930-1630. 10 metres of tin sheeting lost from fence. (David Welford) SPOTTER,2007,FALSE,90 km/h
771,52107,Wind,SA,Cape Borda near gale 0850-1100 with 270G53 knots at 1000.,2007,FALSE,53 knot
772,52120,Wind,SA,Passage of a front resulted in gale force west to southwest winds for 30 minutes peaking at 70 km/h between 2130 and 2140. There was a shower in the vicinity.,2007,FALSE,70 km/h
773,52121,Wind,SA,"Port Lincoln; trees down, some roof damage. SES gust 105km/h at 0325 (Davis weather station at headquarters). Thunder heard at the time.",2007,FALSE,105km/h
774,52122,Wind,SA,Gust with a 20 minute period of gales reaching 65 km/h.,2007,FALSE,65 km/h
775,52122,Wind,SA,Warburto Point AWS recorded near gale force winds from 0445 to 0815 beginning with the gust to 50kt and a metar 26037G45kt at 0600. Note Warburto is a very exposed site very near the coast however Kadina AWS recorded a gust to 47kt at 0710.,2007,FALSE,50kt
776,52122,Wind,SA,Gust with a 20 minute period of gales reaching 72 km/h.,2007,FALSE,72 km/h
777,52122,Wind,SA,Gust with a 10 minute period of mean wind 63 km/h.,2007,FALSE,63 km/h
778,52132,Wind,SA,northwest winds around gale force from about 0030 to 0230 with gusts >= 49 knots (91 km/h) between 0035 and 0050 with peak gust 330G51 knots (95 km/h) at about 0050.,1991,FALSE,49 knot
779,52132,Wind,SA,Leigh Creek: severe gusts; 320G54 knots (100 km/h) at 0250 and 320G53 knots (98 km/h) at 0350 in a fresh to strong northwest airstream.,1991,FALSE,54 knot
780,52132,Wind,SA,Leigh Creek: severe gusts; 320G54 knots (100 km/h) at 0250 and 320G53 knots (98 km/h) at 0350 in a fresh to strong northwest airstream.,1991,FALSE,54 knot
781,52183,Wind,SA,A squall with a wind shift from NW to W resulted in 2 gusts several minutes apart. The first was 49 kt and the second 51 kt.,1976,FALSE,49 kt
782,52187,Wind,SA,Gale force NW winds gradually turning W over 4 to 5 hr with numerous severe gusts. The strongest gust was 56 knots roughly in the middle of the gale period.,1980,FALSE,56 knot
783,52189,Wind,SA,"Strong W winds but gusts only to 40-42 knots until this gust, probably with a shower, followed by a decrease in wind speed of more than 10 knots.",1983,FALSE,42 knot
784,52193,Wind,SA,"Near gale for about 4 hours with 2 severe gusts, the second was to 51 kt 0745.",2007,FALSE,51 kt
785,52193,Wind,SA,"Near gale for 5 hours with 3 severe gusts, the other 2 being to 52 kt at 0500 and 0600.",2007,FALSE,52 kt
786,52193,Wind,SA,"Near gale for 3 to 4 hours with 3 severe gusts, the other 2 being 50 kt at 0715 and 1200.",2007,FALSE,50 kt
787,52193,Wind,SA,"Two brief bursts of near gale force winds resulted in 2 severe gusts, the other was NW to 49 kt at 0400.",2007,FALSE,49 kt
788,52194,Tornado,SA,"a possible tornado occurred at Pallamana, where the middle section of a shed was torn away and ended up 40 metres away from the rest of the structure. The AWS at Murray Bridge airport recorded a gust to 47 knots (87 km/h) with a shower. The farmer reportedly said ?It sounded like a diesel train was roaring through my yard.?",2007,FALSE,47 knot
789,52196,Wind,SA,Squall line associated with a cold front. Mean wind reached 36 kt.,1996,FALSE,36 kt
790,52197,Wind,SA,Severe winds associated with the passage of the low. 1915-2030Z (16/0545-0700 CDST) Westerly winds of 22-27 kt,1996,FALSE,27 kt
791,52197,Wind,SA,Severe winds associated with the passage of the low. 1740-1830Z (16/0410-0500 CDST)  Westerly winds of 35-40 kt,1996,FALSE,40 kt
792,52197,Wind,SA,Severe winds associated with the passage of the low. 1830-1930Z (16/0500-0600 CDST) Westerly winds of 35-40 kt,1996,FALSE,40 kt
793,52197,Wind,SA,Severe winds associated with the passage of the low. 1915-2045Z (16/0545-0715 CDST) Westerly winds of 35-40 kt,1996,FALSE,40 kt
794,52197,Wind,SA,Severe winds associated with the passage of the low. 1900-2030Z (16/0530-0700 CDST) Westerly winds of 30-35 kt,1996,FALSE,35 kt
795,52197,Wind,SA,Severe winds associated with the passage of the low. 1850-2030Z (16/0520-0700 CDST) Westerly winds of 35-40 kt,1996,FALSE,40 kt
796,52197,Wind,SA,Severe winds associated with the passage of the low. 1900-2030Z (16/0530-0700 CDST) Westerly winds of 27-32 kt,1996,FALSE,32 kt
797,52202,Wind,SA,gale force winds from 1330 to 1700UTC with numerous severe gusts. Peaking at 53 kt.,1996,FALSE,53 kt
798,52232,Tornado,SA,"Wind strength of 58 kts from WNW. Width was estimated. Path flattened. Trees down, Boughs twisted. Loud 'boom' sound. Coming from Watpinga rd Jagger road to sea (NW to SE). This report is the persons 2nd in 9 years - last one 18th July 1999.",2008,FALSE,58 kts
799,52237,Wind,SA,"Passage of small, intense low east along southern coast of KI, then SE towards Robe, then SW off LSE coast. As the low passed to the sth, there was a two hour period of storm force northerly winds, with gusts to 60-65 knots. This wind direction would suggest some local enhancement, but considered very likely that winds would have exceeded the severe threshold during this period.",2008,FALSE,65 knot
800,52237,Wind,SA,"Passage of small, intense low east along southern coast of KI, then SE towards Robe, then SW off LSE coast. Short period of mostly strong to near gale force winds, but 20 minutes of genuine gale force winds with gusts to 49 knots.",2008,FALSE,49 knot
801,52255,Wind,SA,"Media reports of 6 trees down at Port Augusta, estimated wind gusts at 80-90 km/hr. RADAR imagery supports time and strength estimates.",2008,FALSE,90 km/hr
802,52259,Wind,SA,"Exact duration not known. Widespread tree damage with local power failures and isolated roof damage across a large area (Adelaide, MLR, KI, YP, ML, USE, LSE) associated with extreme fire weather. Severe wind gusts of up to 137 km/h. Severe mean wind speeds of up to 72 km/h. Report of a 'mini tornado' or microburst at Waitpinga. Sandstorms in the riverland/murraylands as a result of the winds.",2008,FALSE,137 km/h
803,52260,Wind,SA,"exact duration not known. Widespread tree damage with local power failures and isolated roof damage across a large area (Adelaide, MLR, KI, YP, ML, USE, LSE) associated with extreme fire weather. Severe wind gusts of up to 137 km/h. Severe mean wind speeds of up to 72 km/h. Report of a 'mini tornado' or microburst at Waitpinga. Sandstorms in the riverland/murraylands as a result of the winds.",2008,FALSE,137 km/h
804,52261,Wind,SA,"exact duration not known. Widespread tree damage with local power failures and isolated roof damage across a large area (Adelaide, MLR, KI, YP, ML, USE, LSE) associated with extreme fire weather. Severe wind gusts of up to 137 km/h. Severe mean wind speeds of up to 72 km/h. Report of a 'mini tornado' or microburst at Waitpinga. Sandstorms in the riverland/murraylands as a result of the winds.",2008,FALSE,137 km/h
805,52262,Wind,SA,"duration not known Widespread tree damage with local power failures and isolated roof damage across a large area (Adelaide, MLR, KI, YP, ML, USE, LSE) associated with extreme fire weather. Severe wind gusts of up to 137 km/h. Severe mean wind speeds of up to 72 km/h. Report of a 'mini tornado' or microburst at Waitpinga. Sandstorms in the riverland/murraylands as a result of the winds.",2008,FALSE,137 km/h
806,52263,Wind,SA,"exact duration not known. Widespread tree damage with local power failures and isolated roof damage across a large area (Adelaide, MLR, KI, YP, ML, USE, LSE) associated with extreme fire weather. Severe wind gusts of up to 137 km/h. Severe mean wind speeds of up to 72 km/h. Report of a 'mini tornado' or microburst at Waitpinga. Sandstorms in the riverland/murraylands as a result of the winds.",2008,FALSE,137 km/h
807,52264,Wind,SA,"exact duration not known. Widespread tree damage with local power failures and isolated roof damage across a large area (Adelaide, MLR, KI, YP, ML, USE, LSE) associated with extreme fire weather. Severe wind gusts of up to 137 km/h. Severe mean wind speeds of up to 72 km/h. Report of a 'mini tornado' or microburst at Waitpinga. Sandstorms in the riverland/murraylands as a result of the winds.",2008,FALSE,137 km/h
808,52264,Wind,SA,"exact duration not known. Widespread tree damage with local power failures and isolated roof damage across a large area (Adelaide, MLR, KI, YP, ML, USE, LSE) associated with extreme fire weather. Severe wind gusts of up to 137 km/h. Severe mean wind speeds of up to 72 km/h. Report of a 'mini tornado' or microburst at Waitpinga. Sandstorms in the riverland/murraylands as a result of the winds.",2008,FALSE,137 km/h
809,52265,Wind,SA,"exact duration not known. Widespread tree damage with local power failures and isolated roof damage across a large area (Adelaide, MLR, KI, YP, ML, USE, LSE) associated with extreme fire weather. Severe wind gusts of up to 137 km/h. Severe mean wind speeds of up to 72 km/h. Report of a 'mini tornado' or microburst at Waitpinga. Sandstorms in the riverland/murraylands as a result of the winds.",2008,FALSE,137 km/h
810,52266,Wind,SA,"exact duration not known. Widespread tree damage with local power failures and isolated roof damage across a large area (Adelaide, MLR, KI, YP, ML, USE, LSE) associated with extreme fire weather. Severe wind gusts of up to 137 km/h. Severe mean wind speeds of up to 72 km/h. Report of a 'mini tornado' or microburst at Waitpinga. Sandstorms in the riverland/murraylands as a result of the winds.",2008,FALSE,137 km/h
811,52267,Wind,SA,"exact duration not known. Widespread tree damage with local power failures and isolated roof damage across a large area (Adelaide, MLR, KI, YP, ML, USE, LSE) associated with extreme fire weather. Severe wind gusts of up to 137 km/h. Severe mean wind speeds of up to 72 km/h. Report of a 'mini tornado' or microburst at Waitpinga. Sandstorms in the riverland/murraylands as a result of the winds.",2008,FALSE,137 km/h
812,52268,Wind,SA,"Strong gust associated with showers lifted tiles on house. Said to have been associated with a 'mini twister' but this is suspicious. Widespread tree damage with local power failures and isolated roof damage across a large area (Adelaide, MLR, KI, YP, ML, USE, LSE) associated with extreme fire weather. Severe wind gusts of up to 137 km/h. Severe mean wind speeds of up to 72 km/h. Report of a 'mini tornado' or microburst at Waitpinga. Sandstorms in the riverland/murraylands as a result of the winds.",2008,FALSE,137 km/h
813,52269,Wind,SA,"exact duration not known. Widespread tree damage with local power failures and isolated roof damage across a large area (Adelaide, MLR, KI, YP, ML, USE, LSE) associated with extreme fire weather. Severe wind gusts of up to 137 km/h. Severe mean wind speeds of up to 72 km/h. Report of a 'mini tornado' or microburst at Waitpinga. Sandstorms in the riverland/murraylands as a result of the winds.",2008,FALSE,137 km/h
814,52270,Wind,SA,"exact duration not known. Widespread tree damage with local power failures and isolated roof damage across a large area (Adelaide, MLR, KI, YP, ML, USE, LSE) associated with extreme fire weather. Severe wind gusts of up to 137 km/h. Severe mean wind speeds of up to 72 km/h. Report of a 'mini tornado' or microburst at Waitpinga. Sandstorms in the riverland/murraylands as a result of the winds.",2008,FALSE,137 km/h
815,52271,Wind,SA,"exact duration not known. Widespread tree damage with local power failures and isolated roof damage across a large area (Adelaide, MLR, KI, YP, ML, USE, LSE) associated with extreme fire weather. Severe wind gusts of up to 137 km/h. Severe mean wind speeds of up to 72 km/h. Report of a 'mini tornado' or microburst at Waitpinga. Sandstorms in the riverland/murraylands as a result of the winds.",2008,FALSE,137 km/h
816,52272,Wind,SA,"exact duration not known. Widespread tree damage with local power failures and isolated roof damage across a large area (Adelaide, MLR, KI, YP, ML, USE, LSE) associated with extreme fire weather. Severe wind gusts of up to 137 km/h. Severe mean wind speeds of up to 72 km/h. Report of a 'mini tornado' or microburst at Waitpinga. Sandstorms in the riverland/murraylands as a result of the winds.",2008,FALSE,137 km/h
817,52305,Wind,SA,Stenhouse Bay : Thunderstorm wind gust of 102 km/h at 2:40 pm.,2009,FALSE,102 km/h
818,52315,Wind,SA,"Trees and power lines down, damaged verandahs at Barmera with a wind gust to 150km/h at the Yacht Club. A house in Woolpunda lost its roof.",2009,FALSE,150km/h
819,52369,Hail,SA,"Thunderstorm produced golf ball sized hail bruising livestock and damaging cars, wind gusts estimated to be greater than 100 km/h and heavy rainfall lasting for about 15 minutes during the afternoon.",2010,FALSE,100 km/h
820,52385,Wind,SA,Woomera : Severe WSW winds with gust to 100 km/h for 45 minutes from 12:45 pm.,2009,FALSE,100 km/h
821,52386,Wind,SA,Cape Willoughby: Gust to 102 km/h at 1:00 pm.%D Hindmarsh Is: Same line of convection produced gust to 96 km/h at 1:45 pm.%D Mt Crawford: Non convective W’ly wind gust to 93 km/h at 3:40 pm,2009,FALSE,102 km/h
822,52389,Wind,SA,Cape Jaffa : Convective shower on front produced NW-W gust to 102 km/h at 4:50 am. Westerly winds reached 63 km/h for 10 minutes at 7:30 am and gusted to 102 km/h at 9:00 am.,2010,FALSE,102 km/h
823,52392,Wind,SA,Minlaton:  Mean wind speed to 63 km/h around 1200-1230 CST.,2012,FALSE,63 km/h
824,52392,Wind,SA,Cape Willoughby: Maximum gust 98 km/h at 1300CDT with a mean wind speed of 72 km/h in WSW'ly winds.,2012,FALSE,98 km/h
825,52392,Wind,SA,Lameroo:  Mean wind speed of 63 km/h at 1400 CST.,2012,FALSE,63 km/h
826,52392,Wind,SA,Naracoorte: Gust to 95 km/h at 1430 CST in NW'ly. Mean wind speeds of 65 km/h around 1500-1530 in WNW'ly winds.%D %D A carrot farmer from Naracoorte reported wind damage that destroyed about half his carrot seedlings.,2012,FALSE,95 km/h
827,52396,Wind,SA,Gale-force winds were observed at Naracoorte ahead of a band of showers. Winds averaged 63-69 km/h 0240-0301 CST.,2012,FALSE,69 km/h
828,52399,Wind,SA,Mean winds: 63-65 km/h ~1430 & 1630 CST. %D Gusts to 90 km/h ~1510-1520 CST. %D Peak gust 102 km/h at 1633 CST.%D,2012,FALSE,65 km/h
829,52401,Wind,SA,Snowtown: Gust to 93 km/h at 1252 CST.,2012,FALSE,93 km/h
830,52401,Wind,SA,Minlaton: Gust to 93 km/h at 1335 CST with showers/gust front.,2012,FALSE,93 km/h
831,52401,Wind,SA,Port Lincoln: Gust to 100 km/h at 1407 CST with showers.,2012,FALSE,100 km/h
832,52401,Wind,SA,Outer Harbour: Gust to 90 km/h from 1 min data at 1429 CST with gust front.,2012,FALSE,90 km/h
833,52401,Wind,SA,Mount Crawford: Gust to 98 km/h at 1500 CST.,2012,FALSE,98 km/h
834,52401,Wind,SA,Yunta: Gust to 91 km/h at 1509CST.,2012,FALSE,91 km/h
835,52402,Wind,SA,Cape Willoughby: Mean wind speeds in N'ly of 70-80 km/h from ~0630-1130 CST on 4th. Max mean 82 km/h. Gust of 90-100 km/h in similar time frame. Max gust was 102 km/h at 1030 CST.,2012,FALSE,80 km/h
836,52402,Wind,SA,Minlaton: 100km/h at 0030CST on the morning of Wednesday 5th September.,2012,FALSE,100km/h
837,52402,Wind,SA,"Port Pirie: 91 km/h at 0214 CST in northerlies, on the morning of Wednesday 5th September.",2012,FALSE,91 km/h
838,52403,Wind,SA,"Cleve: Gust to 91 km/h at 1030, 1200 and 1400CST.",2012,FALSE,91 km/h
839,52403,Wind,SA,Port Lincoln: Mean winds of up to about 67 km/h were recorded. Gust to 95 km/h at 1130CST.,2012,FALSE,67 km/h
840,52403,Wind,SA,Kingscote: Gust to 96 km/h at 1130CST.,2012,FALSE,96 km/h
841,52403,Wind,SA,"Hindmarsh Island: Gust to 95km/h at 1154, 1429, and 1629CST. Mean winds of 65 km/h at 1429, and 1529CST.",2012,FALSE,95km/h
842,52403,Wind,SA,Stenhouse Bay: Gust to 91km/h at 1330CST.,2012,FALSE,91km/h
843,52403,Wind,SA,Cape Borda: Highest gust was 119 km/h at 1340CST. Mean winds up to 74 km/h.,2012,FALSE,119 km/h
844,52403,Wind,SA,Cape Willoughby: Gust of 115 km/h at 1400 CST and max mean winds of 70 km/h at 1500 CST.,2012,FALSE,115 km/h
845,52403,Wind,SA,Edithburgh: Gusts to 102 km/h at 1430CST. Mean winds of 70 km/h at 1430CST.,2012,FALSE,102 km/h
846,52403,Wind,SA,Parndana: Gust to 100 km/h at 140CST. Max mean wind 65km/h at 1430CST.,2012,FALSE,100 km/h
847,52403,Wind,SA,Robe airport: Gust to 91 km/h at 1500CST.,2012,FALSE,91 km/h
848,52403,Wind,SA,Murray Bridge Airport: Gust to 102 km/h at 1529CST.,2012,FALSE,102 km/h
849,52403,Wind,SA,Cape Jaffa: Gust to 104 km/h at 1545 CST. Max mean wind speed of 65 km/h at 1600 and 1700 CST.,2012,FALSE,104 km/h
850,52403,Wind,SA,Padthaway South: Gust to 93km/h at 1603CST.,2012,FALSE,93km/h
851,52403,Wind,SA,Mount Gambier: Gust to 93 km/h at 1614CST.,2012,FALSE,93 km/h
852,52403,Wind,SA,Naracoorte: Gust to 102km/h and mean winds of 69km/h at 1630CST.,2012,FALSE,102km/h
853,52403,Wind,SA,"Mount Crawford: Gust to 100 km/h at about 1700CST, associated with showers.",2012,FALSE,100 km/h
854,52403,Wind,SA,Strathalbyn: 100 km/h at 1700CST with showers.,2012,FALSE,100 km/h
855,52404,Wind,SA,Edithburgh: Convective gust to 104 km/h at 1250CST on the 6th.,2012,FALSE,104 km/h
856,52404,Wind,SA,Cape Borda: Gust to 95 km/h at 1930CST.,2012,FALSE,95 km/h
857,52405,Wind,SA,Marree: Gust to 95 km/h at 1630CST on the 27th.,2012,FALSE,95 km/h
858,52405,Wind,SA,Woomera: Gust to 107 km/h at midnight.,2012,FALSE,107 km/h
859,52405,Wind,SA,"Coober Pedy: Gust to 90 km/h at 0100CST on the 28th, and 106 km/h at 0230CST on the 28th.",2012,FALSE,90 km/h
860,52405,Wind,SA,Yunta: Gust to 90 km/h at 0340CST on the 28th.,2012,FALSE,90 km/h
861,52406,Wind,SA,Port Lincoln: 91 km/h at 1415CST%D,2012,FALSE,91 km/h
862,52406,Wind,SA,Cape Jaffa: 106 km/h at 1530CST,2012,FALSE,106 km/h
863,52406,Wind,SA,Cape Borda: 96 km/h at 1540CST.,2012,FALSE,96 km/h
864,52406,Wind,SA,Kuitpo: Gust to 95 km/h at 1545CST.,2012,FALSE,95 km/h
865,52408,Wind,SA,A storm spotter report at Inman Valley recorded a maximum wind gust of 107 km/h at 12:30 pm (8.5 m above ground and well exposed). Severe winds were recorded for 2 periods between 0630 and 1330.,2012,FALSE,107 km/h
866,52411,Wind,SA,"The RADAR indicated that the main storm affected Whyalla between 5:10-5:30pm with reports of wind gusts to 119 km/h (Weathermanic, Weatherzone), heavy rain and small hail. Damage reports include trees blown down damaging cars, fences and houses. There was also damage to buildings including roofs blown off. Power lines were also brought down. Heavy rain also caused flash flooding.",2012,TRUE,119 km/h
867,52413,Wind,SA,Marree: Gust to 98 km/h at 6pm with a thunderstorm.,2012,FALSE,98 km/h
868,52414,Wind,SA,Tarcoola: Gust to 93 km/h at 1722 CDT,2013,FALSE,93 km/h
869,52415,Wind,SA,"Coober Pedy recorded an average wind speed of 63 km/h at 10:30 pm, approximately 30 min after the arrival of the front.  %D %D Report from local Police of very windy conditions and dust <U+0093>rolling in like a fog.<U+0094>%D",2013,FALSE,63 km/h
870,52419,Wind,SA,A gust to 102 km/h was recorded at 8pm with a thunderstorm at Coober Pedy.,2013,FALSE,102 km/h
871,52420,Wind,SA,A gust to 102 km/h was recorded at 8pm with a thunderstorm at Coober Pedy.,2013,FALSE,102 km/h
872,52421,Wind,SA,Cape Borda: Max wind gust of 98 km/h at 0639 CDT. Gusty of 82-98km/h from 0600-0800 CST.,2013,FALSE,98 km/h
873,52421,Wind,SA,Naracoorte: Mean wind speed of 63 km/h from 1200-1237 CDT.,2013,FALSE,63 km/h
874,52421,Wind,SA,"Mount Gambier: Max wind gust of 95 km/h at 1208 CDT. Also, mean wind speed of 65 km/h at 1231 CDT.",2013,FALSE,95 km/h
875,52421,Wind,SA,Coonawarra: Max wind gust of 95 km/h at 1245 CDT from 1 min data.,2013,FALSE,95 km/h
876,52430,Wind,SA,Port Lincoln town: Report from harbour master of 60 knot gusts at ~ 8-8:30 am in morning. Yacht broke its moorings,2013,FALSE,60 knot
877,52433,Wind,SA,"Shower produced a gust of 91 km/h (49 kt) at 01:58 on 29/8/13, and a thunderstorm at 02:50 produced a gust to 95 km/h (51 kt)",2013,FALSE,91 km/h
878,52434,Wind,SA,"A westerly wind gust of 95 km/h was observed at Mount Crawford in the Mount Lofty Ranges at 4 pm on Monday 9th September, no known reports of damage.",2013,FALSE,95 km/h
879,52435,Wind,SA,Oodnadatta observed a gust to 100 km/h at 10:19 pm as a front moved through.,2013,FALSE,100 km/h
880,52435,Wind,SA,"As the front moved through Nullarbor at 2 pm, a mean wind speed of 65 km/h was observed from the west-southwest, as well as wind gusts to 91 km/h.",2013,FALSE,65 km/h
881,52436,Wind,SA,Marree Airport: Mean wind speed 69 km/h with a max gust of 91 km/h at 10:30.,2013,FALSE,69 km/h
882,52437,Wind,SA,Cummins: Max gust 93 km/h at 6:51 pm.,2013,FALSE,93 km/h
883,52437,Wind,SA,Kadina: Max gust 93 km/h at 11:27 pm,2013,FALSE,93 km/h
884,52437,Wind,SA,Minlaton: Mean wind speed of 67 km/h at 11:30 pm.,2013,FALSE,67 km/h
885,52437,Wind,SA,Mount Crawford: Max gust 95 km/h at 12:17 am,2013,FALSE,95 km/h
886,52437,Wind,SA,Outer Harbour: Mean wind speed of 65 km/h and max gust of 93 km/h at 12:30 am.,2013,FALSE,65 km/h
887,52437,Wind,SA,Edinburgh Airport: Max gust 100 km/h at 12:40 am.,2013,FALSE,100 km/h
888,52437,Wind,SA,Cape Jaffa: Mean wind speed 63 km/h at 01:30 and 02:30 am.,2013,FALSE,63 km/h
889,52437,Wind,SA,Adelaide Airport: Max gust 91 km/h at 02:47 am.,2013,FALSE,91 km/h
890,52438,Wind,SA,Snowtown: Mean wind speed of 64 km/h and max gust 107 km/h around 12:30 pm.,2013,FALSE,64 km/h
891,52438,Wind,SA,Mount Crawford: Max gust 95 km/h at 12:30 pm.,2013,FALSE,95 km/h
892,52438,Wind,SA,Nuriootpa: Max gust 91 km/h at 1:09 pm.,2013,FALSE,91 km/h
893,52438,Wind,SA,Roseworthy: Mean wind speed of 65 km/h and max gust of 93 km/h at 1:30 pm.,2013,FALSE,65 km/h
894,52438,Wind,SA,Tarcoola: Max gust 93 km/h at 4:30 pm,2013,FALSE,93 km/h
895,52438,Wind,SA,Noarlunga: Max gust 104 km/h at 4:51 pm.,2013,FALSE,104 km/h
896,52438,Wind,SA,Port Augusta: Max gust 96 km/h at 5:05 pm.,2013,FALSE,96 km/h
897,52438,Wind,SA,Adelaide Airport: Max gust 95 km/h at 5:21 pm.,2013,FALSE,95 km/h
898,52438,Wind,SA,Hindmarsh Is: Max gust 93 km/h at 5:29 pm.,2013,FALSE,93 km/h
899,52438,Wind,SA,Woomera: Max gust 100 km/h at 6:30 pm.,2013,FALSE,100 km/h
900,52438,Wind,SA,Loxton: Max gust 102 km/h at 7:10 pm.,2013,FALSE,102 km/h
901,52438,Wind,SA,Renmark: Max gust 106 km/h at 7:11 pm.,2013,FALSE,106 km/h
902,52440,Wind,SA,Cleve observed a gust of 93 km/h at 12:14 and a mean wind speed of 63 km/h at 12:30.,2013,FALSE,93 km/h
903,52441,Wind,SA,Max gust 107 km/h at 09:30 am and max mean wind of 80 km/h at 09:45 am.,2013,FALSE,107 km/h
904,52441,Wind,SA,"Max gust 91 km/h at 2:38 pm, max mean wind speed 72 km/h at 2:30.",2013,FALSE,91 km/h
905,52441,Wind,SA,Max gust 102 km/h at 3:02 pm then the max mean wind speed of 65 km/h at 3:30 pm.,2013,FALSE,102 km/h
906,60460,Wind,WA,74 km/h recorded,1995,FALSE,74 km/h
907,60494,Tornado,WA,wind range 80-110km/hr. path 50m wide at start narrowing to 15/20m at end of path. most damage near allnut st.,1995,FALSE,110km/hr
908,60988,Wind,WA,Deep low to south. Cape Leeuwin in gales for 70 hours from 15/2000WST to 18/1800WST. Many gusts exceeding 60 knots. Maximum mean wind 51knots at 16/1400WST.,1996,FALSE,60 knot
909,60988,Wind,WA,Several gusts over 60 knots. Deep low to south. Prolonged gales offshore.,1996,FALSE,60 knot
910,60990,Wind,WA,"Max wind speed is a 10 minute mean, 36 knots. Main damage area was near 17.36S 123.67E",1996,FALSE,36 knot
911,61035,Wind,WA,AWS data recorded gust to 57kt,1998,FALSE,57kt
912,61100,Wind,WA,don't know details. Airport reported 46knot gust at 1250WST.,2000,FALSE,46knot
913,61113,Tornado,WA,"Refer web documentation. Strongest recorded wind 50 knots at Jandakot. All the fallen trees seemed to be aligned in the same direction from WNW to ESE. However, eye-witness accounts in Kelmscott and Roleystone describe the damage in tornado terms.",2001,FALSE,50 knot
